docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
30,http://tarski.cs-i.brandeis.edu:8181/data/all/30.pdf,,,,,,,
315581,http://tarski.cs-i.brandeis.edu:8181/data/all/315581.pdf,,,,,,,
307856,http://tarski.cs-i.brandeis.edu:8181/data/all/307856.pdf,,,,,,,
16958,http://tarski.cs-i.brandeis.edu:8181/data/all/16958.pdf,,,,,,,
22086,http://tarski.cs-i.brandeis.edu:8181/data/all/22086.pdf,,,,,,,
320765,http://tarski.cs-i.brandeis.edu:8181/data/all/320765.pdf,,,,,,,
4258,http://tarski.cs-i.brandeis.edu:8181/data/all/4258.pdf,,,,,,,
26697,http://tarski.cs-i.brandeis.edu:8181/data/all/26697.pdf,,,,,,,
210,http://tarski.cs-i.brandeis.edu:8181/data/all/210.pdf,,,,,,,
28527,http://tarski.cs-i.brandeis.edu:8181/data/all/28527.pdf,,,,,,,
271535,http://tarski.cs-i.brandeis.edu:8181/data/all/271535.pdf,,,,,,,
7492,http://tarski.cs-i.brandeis.edu:8181/data/all/7492.pdf,,,,,,,
6911,http://tarski.cs-i.brandeis.edu:8181/data/all/6911.pdf,,,,,,,
29871,http://tarski.cs-i.brandeis.edu:8181/data/all/29871.pdf,,,,,,,
5360,http://tarski.cs-i.brandeis.edu:8181/data/all/5360.pdf,,,,,,,
312405,http://tarski.cs-i.brandeis.edu:8181/data/all/312405.pdf,,,,,,,
258203,http://tarski.cs-i.brandeis.edu:8181/data/all/258203.pdf,,,,,,,
323458,http://tarski.cs-i.brandeis.edu:8181/data/all/323458.pdf,,,,,,,
19951,http://tarski.cs-i.brandeis.edu:8181/data/all/19951.pdf,,,,,,,
22655,http://tarski.cs-i.brandeis.edu:8181/data/all/22655.pdf,,,,,,,
27140,http://tarski.cs-i.brandeis.edu:8181/data/all/27140.pdf,,,,,,,
26875,http://tarski.cs-i.brandeis.edu:8181/data/all/26875.pdf,,,,,,,
307118,http://tarski.cs-i.brandeis.edu:8181/data/all/307118.pdf,,,,,,,
3927,http://tarski.cs-i.brandeis.edu:8181/data/all/3927.pdf,,,,,,,
323400,http://tarski.cs-i.brandeis.edu:8181/data/all/323400.pdf,,,,,,,
2655,http://tarski.cs-i.brandeis.edu:8181/data/all/2655.pdf,,,,,,,
11109,http://tarski.cs-i.brandeis.edu:8181/data/all/11109.pdf,,,,,,,
4340,http://tarski.cs-i.brandeis.edu:8181/data/all/4340.pdf,,,,,,,
330828,http://tarski.cs-i.brandeis.edu:8181/data/all/330828.pdf,,,,,,,
30946,http://tarski.cs-i.brandeis.edu:8181/data/all/30946.pdf,,,,,,,
283319,http://tarski.cs-i.brandeis.edu:8181/data/all/283319.pdf,,,,,,,
33495,http://tarski.cs-i.brandeis.edu:8181/data/all/33495.pdf,,,,,,,
161602,http://tarski.cs-i.brandeis.edu:8181/data/all/161602.pdf,,,,,,,
11975,http://tarski.cs-i.brandeis.edu:8181/data/all/11975.pdf,,,,,,,
9188,http://tarski.cs-i.brandeis.edu:8181/data/all/9188.pdf,,,,,,,
229,http://tarski.cs-i.brandeis.edu:8181/data/all/229.pdf,,,,,,,
7168,http://tarski.cs-i.brandeis.edu:8181/data/all/7168.pdf,,,,,,,
27096,http://tarski.cs-i.brandeis.edu:8181/data/all/27096.pdf,,,,,,,
27388,http://tarski.cs-i.brandeis.edu:8181/data/all/27388.pdf,,,,,,,
39875,http://tarski.cs-i.brandeis.edu:8181/data/all/39875.pdf,,,,,,,
26045,http://tarski.cs-i.brandeis.edu:8181/data/all/26045.pdf,,,,,,,
10644,http://tarski.cs-i.brandeis.edu:8181/data/all/10644.pdf,,,,,,,
30798,http://tarski.cs-i.brandeis.edu:8181/data/all/30798.pdf,,,,,,,
256580,http://tarski.cs-i.brandeis.edu:8181/data/all/256580.pdf,,,,,,,
6454,http://tarski.cs-i.brandeis.edu:8181/data/all/6454.pdf,,,,,,,
24691,http://tarski.cs-i.brandeis.edu:8181/data/all/24691.pdf,,,,,,,
6608,http://tarski.cs-i.brandeis.edu:8181/data/all/6608.pdf,,,,,,,
18680,http://tarski.cs-i.brandeis.edu:8181/data/all/18680.pdf,,,,,,,
20608,http://tarski.cs-i.brandeis.edu:8181/data/all/20608.pdf,,,,,,,
24264,http://tarski.cs-i.brandeis.edu:8181/data/all/24264.pdf,,,,,,,
36084,http://tarski.cs-i.brandeis.edu:8181/data/all/36084.pdf,,,,,,,
4683,http://tarski.cs-i.brandeis.edu:8181/data/all/4683.pdf,,,,,,,
28217,http://tarski.cs-i.brandeis.edu:8181/data/all/28217.pdf,,,,,,,
13494,http://tarski.cs-i.brandeis.edu:8181/data/all/13494.pdf,,,,,,,
4348,http://tarski.cs-i.brandeis.edu:8181/data/all/4348.pdf,,,,,,,
316211,http://tarski.cs-i.brandeis.edu:8181/data/all/316211.pdf,,,,,,,
23993,http://tarski.cs-i.brandeis.edu:8181/data/all/23993.pdf,,,,,,,
1754,http://tarski.cs-i.brandeis.edu:8181/data/all/1754.pdf,,,,,,,
4299,http://tarski.cs-i.brandeis.edu:8181/data/all/4299.pdf,,,,,,,
27798,http://tarski.cs-i.brandeis.edu:8181/data/all/27798.pdf,,,,,,,
3467,http://tarski.cs-i.brandeis.edu:8181/data/all/3467.pdf,,,,,,,
4829,http://tarski.cs-i.brandeis.edu:8181/data/all/4829.pdf,,,,,,,
12679,http://tarski.cs-i.brandeis.edu:8181/data/all/12679.pdf,,,,,,,
19677,http://tarski.cs-i.brandeis.edu:8181/data/all/19677.pdf,,,,,,,
25958,http://tarski.cs-i.brandeis.edu:8181/data/all/25958.pdf,,,,,,,
4897,http://tarski.cs-i.brandeis.edu:8181/data/all/4897.pdf,,,,,,,
310289,http://tarski.cs-i.brandeis.edu:8181/data/all/310289.pdf,,,,,,,
27445,http://tarski.cs-i.brandeis.edu:8181/data/all/27445.pdf,,,,,,,
2628,http://tarski.cs-i.brandeis.edu:8181/data/all/2628.pdf,,,,,,,
29011,http://tarski.cs-i.brandeis.edu:8181/data/all/29011.pdf,,,,,,,
37769,http://tarski.cs-i.brandeis.edu:8181/data/all/37769.pdf,,,,,,,
1041,http://tarski.cs-i.brandeis.edu:8181/data/all/1041.pdf,,,,,,,
234,http://tarski.cs-i.brandeis.edu:8181/data/all/234.pdf,,,,,,,
329349,http://tarski.cs-i.brandeis.edu:8181/data/all/329349.pdf,,,,,,,
140424,http://tarski.cs-i.brandeis.edu:8181/data/all/140424.pdf,,,,,,,
139278,http://tarski.cs-i.brandeis.edu:8181/data/all/139278.pdf,,,,,,,
2052,http://tarski.cs-i.brandeis.edu:8181/data/all/2052.pdf,,,,,,,
2422,http://tarski.cs-i.brandeis.edu:8181/data/all/2422.pdf,,,,,,,
142285,http://tarski.cs-i.brandeis.edu:8181/data/all/142285.pdf,,,,,,,
28612,http://tarski.cs-i.brandeis.edu:8181/data/all/28612.pdf,,,,,,,
256852,http://tarski.cs-i.brandeis.edu:8181/data/all/256852.pdf,,,,,,,
17992,http://tarski.cs-i.brandeis.edu:8181/data/all/17992.pdf,,,,,,,
257568,http://tarski.cs-i.brandeis.edu:8181/data/all/257568.pdf,,,,,,,
43661,http://tarski.cs-i.brandeis.edu:8181/data/all/43661.pdf,,,,,,,
298925,http://tarski.cs-i.brandeis.edu:8181/data/all/298925.pdf,,,,,,,
910,http://tarski.cs-i.brandeis.edu:8181/data/all/910.pdf,,,,,,,
17076,http://tarski.cs-i.brandeis.edu:8181/data/all/17076.pdf,,,,,,,
162739,http://tarski.cs-i.brandeis.edu:8181/data/all/162739.pdf,,,,,,,
3126,http://tarski.cs-i.brandeis.edu:8181/data/all/3126.pdf,,,,,,,
260733,http://tarski.cs-i.brandeis.edu:8181/data/all/260733.pdf,,,,,,,
29205,http://tarski.cs-i.brandeis.edu:8181/data/all/29205.pdf,,,,,,,
21244,http://tarski.cs-i.brandeis.edu:8181/data/all/21244.pdf,,,,,,,
11505,http://tarski.cs-i.brandeis.edu:8181/data/all/11505.pdf,,,,,,,
19165,http://tarski.cs-i.brandeis.edu:8181/data/all/19165.pdf,,,,,,,
299233,http://tarski.cs-i.brandeis.edu:8181/data/all/299233.pdf,,,,,,,
263758,http://tarski.cs-i.brandeis.edu:8181/data/all/263758.pdf,,,,,,,
295129,http://tarski.cs-i.brandeis.edu:8181/data/all/295129.pdf,,,,,,,
124458,http://tarski.cs-i.brandeis.edu:8181/data/all/124458.pdf,,,,,,,
3826,http://tarski.cs-i.brandeis.edu:8181/data/all/3826.pdf,,,,,,,
20783,http://tarski.cs-i.brandeis.edu:8181/data/all/20783.pdf,,,,,,,
18334,http://tarski.cs-i.brandeis.edu:8181/data/all/18334.pdf,,,,,,,
122242,http://tarski.cs-i.brandeis.edu:8181/data/all/122242.pdf,,,,,,,
9435,http://tarski.cs-i.brandeis.edu:8181/data/all/9435.pdf,,,,,,,
989,http://tarski.cs-i.brandeis.edu:8181/data/all/989.pdf,,,,,,,
32273,http://tarski.cs-i.brandeis.edu:8181/data/all/32273.pdf,,,,,,,
18721,http://tarski.cs-i.brandeis.edu:8181/data/all/18721.pdf,,,,,,,
297611,http://tarski.cs-i.brandeis.edu:8181/data/all/297611.pdf,,,,,,,
21954,http://tarski.cs-i.brandeis.edu:8181/data/all/21954.pdf,,,,,,,
329,http://tarski.cs-i.brandeis.edu:8181/data/all/329.pdf,,,,,,,
2436,http://tarski.cs-i.brandeis.edu:8181/data/all/2436.pdf,,,,,,,
21184,http://tarski.cs-i.brandeis.edu:8181/data/all/21184.pdf,,,,,,,
12530,http://tarski.cs-i.brandeis.edu:8181/data/all/12530.pdf,,,,,,,
42754,http://tarski.cs-i.brandeis.edu:8181/data/all/42754.pdf,,,,,,,
21830,http://tarski.cs-i.brandeis.edu:8181/data/all/21830.pdf,,,,,,,
127,http://tarski.cs-i.brandeis.edu:8181/data/all/127.pdf,,,,,,,
4295,http://tarski.cs-i.brandeis.edu:8181/data/all/4295.pdf,,,,,,,
257397,http://tarski.cs-i.brandeis.edu:8181/data/all/257397.pdf,,,,,,,
2034,http://tarski.cs-i.brandeis.edu:8181/data/all/2034.pdf,,,,,,,
27987,http://tarski.cs-i.brandeis.edu:8181/data/all/27987.pdf,,,,,,,
184,http://tarski.cs-i.brandeis.edu:8181/data/all/184.pdf,,,,,,,
25809,http://tarski.cs-i.brandeis.edu:8181/data/all/25809.pdf,,,,,,,
2343,http://tarski.cs-i.brandeis.edu:8181/data/all/2343.pdf,,,,,,,
31273,http://tarski.cs-i.brandeis.edu:8181/data/all/31273.pdf,,,,,,,
17660,http://tarski.cs-i.brandeis.edu:8181/data/all/17660.pdf,,,,,,,
144467,http://tarski.cs-i.brandeis.edu:8181/data/all/144467.pdf,,,,,,,
21219,http://tarski.cs-i.brandeis.edu:8181/data/all/21219.pdf,,,,,,,
323632,http://tarski.cs-i.brandeis.edu:8181/data/all/323632.pdf,,,,,,,
2641,http://tarski.cs-i.brandeis.edu:8181/data/all/2641.pdf,,,,,,,
330640,http://tarski.cs-i.brandeis.edu:8181/data/all/330640.pdf,,,,,,,
145634,http://tarski.cs-i.brandeis.edu:8181/data/all/145634.pdf,,,,,,,
27508,http://tarski.cs-i.brandeis.edu:8181/data/all/27508.pdf,,,,,,,
12587,http://tarski.cs-i.brandeis.edu:8181/data/all/12587.pdf,,,,,,,
21797,http://tarski.cs-i.brandeis.edu:8181/data/all/21797.pdf,,,,,,,
18965,http://tarski.cs-i.brandeis.edu:8181/data/all/18965.pdf,,,,,,,
31593,http://tarski.cs-i.brandeis.edu:8181/data/all/31593.pdf,,,,,,,
301649,http://tarski.cs-i.brandeis.edu:8181/data/all/301649.pdf,,,,,,,
32574,http://tarski.cs-i.brandeis.edu:8181/data/all/32574.pdf,,,,,,,
137813,http://tarski.cs-i.brandeis.edu:8181/data/all/137813.pdf,,,,,,,
3118,http://tarski.cs-i.brandeis.edu:8181/data/all/3118.pdf,,,,,,,
161815,http://tarski.cs-i.brandeis.edu:8181/data/all/161815.pdf,,,,,,,
255682,http://tarski.cs-i.brandeis.edu:8181/data/all/255682.pdf,,,,,,,
308160,http://tarski.cs-i.brandeis.edu:8181/data/all/308160.pdf,,,,,,,
320201,http://tarski.cs-i.brandeis.edu:8181/data/all/320201.pdf,,,,,,,
140228,http://tarski.cs-i.brandeis.edu:8181/data/all/140228.pdf,,,,,,,
138745,http://tarski.cs-i.brandeis.edu:8181/data/all/138745.pdf,,,,,,,
312067,http://tarski.cs-i.brandeis.edu:8181/data/all/312067.pdf,,,,,,,
358,http://tarski.cs-i.brandeis.edu:8181/data/all/358.pdf,,,,,,,
283321,http://tarski.cs-i.brandeis.edu:8181/data/all/283321.pdf,,,,,,,
310045,http://tarski.cs-i.brandeis.edu:8181/data/all/310045.pdf,,,,,,,
26181,http://tarski.cs-i.brandeis.edu:8181/data/all/26181.pdf,,,,,,,
19611,http://tarski.cs-i.brandeis.edu:8181/data/all/19611.pdf,,,,,,,
19975,http://tarski.cs-i.brandeis.edu:8181/data/all/19975.pdf,,,,,,,
323386,http://tarski.cs-i.brandeis.edu:8181/data/all/323386.pdf,,,,,,,
262562,http://tarski.cs-i.brandeis.edu:8181/data/all/262562.pdf,,,,,,,
17806,http://tarski.cs-i.brandeis.edu:8181/data/all/17806.pdf,,,,,,,
35335,http://tarski.cs-i.brandeis.edu:8181/data/all/35335.pdf,,,,,,,
255772,http://tarski.cs-i.brandeis.edu:8181/data/all/255772.pdf,,,,,,,
2373,http://tarski.cs-i.brandeis.edu:8181/data/all/2373.pdf,,,,,,,
318294,http://tarski.cs-i.brandeis.edu:8181/data/all/318294.pdf,,,,,,,
3818,http://tarski.cs-i.brandeis.edu:8181/data/all/3818.pdf,,,,,,,
2028,http://tarski.cs-i.brandeis.edu:8181/data/all/2028.pdf,,,,,,,
330660,http://tarski.cs-i.brandeis.edu:8181/data/all/330660.pdf,,,,,,,
31041,http://tarski.cs-i.brandeis.edu:8181/data/all/31041.pdf,,,,,,,
5493,http://tarski.cs-i.brandeis.edu:8181/data/all/5493.pdf,,,,,,,
344,http://tarski.cs-i.brandeis.edu:8181/data/all/344.pdf,,,,,,,
161792,http://tarski.cs-i.brandeis.edu:8181/data/all/161792.pdf,,,,,,,
30799,http://tarski.cs-i.brandeis.edu:8181/data/all/30799.pdf,,,,,,,
2149,http://tarski.cs-i.brandeis.edu:8181/data/all/2149.pdf,,,,,,,
320985,http://tarski.cs-i.brandeis.edu:8181/data/all/320985.pdf,,,,,,,
228,http://tarski.cs-i.brandeis.edu:8181/data/all/228.pdf,,,,,,,
7374,http://tarski.cs-i.brandeis.edu:8181/data/all/7374.pdf,,,,,,,
20508,http://tarski.cs-i.brandeis.edu:8181/data/all/20508.pdf,,,,,,,
9176,http://tarski.cs-i.brandeis.edu:8181/data/all/9176.pdf,,,,,,,
2008,http://tarski.cs-i.brandeis.edu:8181/data/all/2008.pdf,,,,,,,
257608,http://tarski.cs-i.brandeis.edu:8181/data/all/257608.pdf,,,,,,,
329924,http://tarski.cs-i.brandeis.edu:8181/data/all/329924.pdf,,,,,,,
6314,http://tarski.cs-i.brandeis.edu:8181/data/all/6314.pdf,,,,,,,
260743,http://tarski.cs-i.brandeis.edu:8181/data/all/260743.pdf,,,,,,,
277,http://tarski.cs-i.brandeis.edu:8181/data/all/277.pdf,,,,,,,
10776,http://tarski.cs-i.brandeis.edu:8181/data/all/10776.pdf,,,,,,,
315433,http://tarski.cs-i.brandeis.edu:8181/data/all/315433.pdf,,,,,,,
28004,http://tarski.cs-i.brandeis.edu:8181/data/all/28004.pdf,,,,,,,
35985,http://tarski.cs-i.brandeis.edu:8181/data/all/35985.pdf,,,,,,,
2616,http://tarski.cs-i.brandeis.edu:8181/data/all/2616.pdf,,,,,,,
28190,http://tarski.cs-i.brandeis.edu:8181/data/all/28190.pdf,,,,,,,
23912,http://tarski.cs-i.brandeis.edu:8181/data/all/23912.pdf,,,,,,,
309687,http://tarski.cs-i.brandeis.edu:8181/data/all/309687.pdf,,,,,,,
6872,http://tarski.cs-i.brandeis.edu:8181/data/all/6872.pdf,,,,,,,
181,http://tarski.cs-i.brandeis.edu:8181/data/all/181.pdf,,,,,,,
6543,http://tarski.cs-i.brandeis.edu:8181/data/all/6543.pdf,,,,,,,
21345,http://tarski.cs-i.brandeis.edu:8181/data/all/21345.pdf,,,,,,,
1737,http://tarski.cs-i.brandeis.edu:8181/data/all/1737.pdf,,,,,,,
267800,http://tarski.cs-i.brandeis.edu:8181/data/all/267800.pdf,,,,,,,
5045,http://tarski.cs-i.brandeis.edu:8181/data/all/5045.pdf,,,,,,,
28183,http://tarski.cs-i.brandeis.edu:8181/data/all/28183.pdf,,,,,,,
6456,http://tarski.cs-i.brandeis.edu:8181/data/all/6456.pdf,,,,,,,
30842,http://tarski.cs-i.brandeis.edu:8181/data/all/30842.pdf,,,,,,,
22168,http://tarski.cs-i.brandeis.edu:8181/data/all/22168.pdf,,,,,,,
2430,http://tarski.cs-i.brandeis.edu:8181/data/all/2430.pdf,,,,,,,
145407,http://tarski.cs-i.brandeis.edu:8181/data/all/145407.pdf,,,,,,,
28522,http://tarski.cs-i.brandeis.edu:8181/data/all/28522.pdf,,,,,,,
4872,http://tarski.cs-i.brandeis.edu:8181/data/all/4872.pdf,,,,,,,
260489,http://tarski.cs-i.brandeis.edu:8181/data/all/260489.pdf,,,,,,,
297,http://tarski.cs-i.brandeis.edu:8181/data/all/297.pdf,,,,,,,
261769,http://tarski.cs-i.brandeis.edu:8181/data/all/261769.pdf,,,,,,,
18961,http://tarski.cs-i.brandeis.edu:8181/data/all/18961.pdf,,,,,,,
31802,http://tarski.cs-i.brandeis.edu:8181/data/all/31802.pdf,,,,,,,
33500,http://tarski.cs-i.brandeis.edu:8181/data/all/33500.pdf,,,,,,,
134672,http://tarski.cs-i.brandeis.edu:8181/data/all/134672.pdf,,,,,,,
18727,http://tarski.cs-i.brandeis.edu:8181/data/all/18727.pdf,,,,,,,
4798,http://tarski.cs-i.brandeis.edu:8181/data/all/4798.pdf,,,,,,,
36666,http://tarski.cs-i.brandeis.edu:8181/data/all/36666.pdf,,,,,,,
27116,http://tarski.cs-i.brandeis.edu:8181/data/all/27116.pdf,,,,,,,
296678,http://tarski.cs-i.brandeis.edu:8181/data/all/296678.pdf,,,,,,,
8327,http://tarski.cs-i.brandeis.edu:8181/data/all/8327.pdf,,,,,,,
28336,http://tarski.cs-i.brandeis.edu:8181/data/all/28336.pdf,,,,,,,
132015,http://tarski.cs-i.brandeis.edu:8181/data/all/132015.pdf,,,,,,,
260825,http://tarski.cs-i.brandeis.edu:8181/data/all/260825.pdf,,,,,,,
39450,http://tarski.cs-i.brandeis.edu:8181/data/all/39450.pdf,,,,,,,
48,http://tarski.cs-i.brandeis.edu:8181/data/all/48.pdf,,,,,,,
19269,http://tarski.cs-i.brandeis.edu:8181/data/all/19269.pdf,,,,,,,
2426,http://tarski.cs-i.brandeis.edu:8181/data/all/2426.pdf,,,,,,,
7376,http://tarski.cs-i.brandeis.edu:8181/data/all/7376.pdf,,,,,,,
11989,http://tarski.cs-i.brandeis.edu:8181/data/all/11989.pdf,,,,,,,
317055,http://tarski.cs-i.brandeis.edu:8181/data/all/317055.pdf,,,,,,,
2924,http://tarski.cs-i.brandeis.edu:8181/data/all/2924.pdf,,,,,,,
311125,http://tarski.cs-i.brandeis.edu:8181/data/all/311125.pdf,,,,,,,
8397,http://tarski.cs-i.brandeis.edu:8181/data/all/8397.pdf,,,,,,,
380,http://tarski.cs-i.brandeis.edu:8181/data/all/380.pdf,,,,,,,
35997,http://tarski.cs-i.brandeis.edu:8181/data/all/35997.pdf,,,,,,,
23741,http://tarski.cs-i.brandeis.edu:8181/data/all/23741.pdf,,,,,,,
265933,http://tarski.cs-i.brandeis.edu:8181/data/all/265933.pdf,,,,,,,
260,http://tarski.cs-i.brandeis.edu:8181/data/all/260.pdf,,,,,,,
11685,http://tarski.cs-i.brandeis.edu:8181/data/all/11685.pdf,,,,,,,
6448,http://tarski.cs-i.brandeis.edu:8181/data/all/6448.pdf,,,,,,,
269178,http://tarski.cs-i.brandeis.edu:8181/data/all/269178.pdf,,,,,,,
313357,http://tarski.cs-i.brandeis.edu:8181/data/all/313357.pdf,,,,,,,
11649,http://tarski.cs-i.brandeis.edu:8181/data/all/11649.pdf,,,,,,,
257065,http://tarski.cs-i.brandeis.edu:8181/data/all/257065.pdf,,,,,,,
264539,http://tarski.cs-i.brandeis.edu:8181/data/all/264539.pdf,,,,,,,
1721,http://tarski.cs-i.brandeis.edu:8181/data/all/1721.pdf,,,,,,,
89,http://tarski.cs-i.brandeis.edu:8181/data/all/89.pdf,,,,,,,
23242,http://tarski.cs-i.brandeis.edu:8181/data/all/23242.pdf,,,,,,,
952,http://tarski.cs-i.brandeis.edu:8181/data/all/952.pdf,,,,,,,
18315,http://tarski.cs-i.brandeis.edu:8181/data/all/18315.pdf,,,,,,,
306231,http://tarski.cs-i.brandeis.edu:8181/data/all/306231.pdf,,,,,,,
13889,http://tarski.cs-i.brandeis.edu:8181/data/all/13889.pdf,,,,,,,
28021,http://tarski.cs-i.brandeis.edu:8181/data/all/28021.pdf,,,,,,,
257,http://tarski.cs-i.brandeis.edu:8181/data/all/257.pdf,,,,,,,
162070,http://tarski.cs-i.brandeis.edu:8181/data/all/162070.pdf,,,,,,,
282830,http://tarski.cs-i.brandeis.edu:8181/data/all/282830.pdf,,,,,,,
43628,http://tarski.cs-i.brandeis.edu:8181/data/all/43628.pdf,,,,,,,
218,http://tarski.cs-i.brandeis.edu:8181/data/all/218.pdf,,,,,,,
800,http://tarski.cs-i.brandeis.edu:8181/data/all/800.pdf,,,,,,,
5600,http://tarski.cs-i.brandeis.edu:8181/data/all/5600.pdf,,,,,,,
20998,http://tarski.cs-i.brandeis.edu:8181/data/all/20998.pdf,,,,,,,
147090,http://tarski.cs-i.brandeis.edu:8181/data/all/147090.pdf,,,,,,,
257914,http://tarski.cs-i.brandeis.edu:8181/data/all/257914.pdf,,,,,,,
128914,http://tarski.cs-i.brandeis.edu:8181/data/all/128914.pdf,,,,,,,
38354,http://tarski.cs-i.brandeis.edu:8181/data/all/38354.pdf,,,,,,,
288968,http://tarski.cs-i.brandeis.edu:8181/data/all/288968.pdf,,,,,,,
35265,http://tarski.cs-i.brandeis.edu:8181/data/all/35265.pdf,,,,,,,
28778,http://tarski.cs-i.brandeis.edu:8181/data/all/28778.pdf,,,,,,,
4326,http://tarski.cs-i.brandeis.edu:8181/data/all/4326.pdf,,,,,,,
319867,http://tarski.cs-i.brandeis.edu:8181/data/all/319867.pdf,,,,,,,
161361,http://tarski.cs-i.brandeis.edu:8181/data/all/161361.pdf,,,,,,,
6398,http://tarski.cs-i.brandeis.edu:8181/data/all/6398.pdf,,,,,,,
308464,http://tarski.cs-i.brandeis.edu:8181/data/all/308464.pdf,,,,,,,
42944,http://tarski.cs-i.brandeis.edu:8181/data/all/42944.pdf,,,,,,,
343,http://tarski.cs-i.brandeis.edu:8181/data/all/343.pdf,,,,,,,
19056,http://tarski.cs-i.brandeis.edu:8181/data/all/19056.pdf,,,,,,,
262636,http://tarski.cs-i.brandeis.edu:8181/data/all/262636.pdf,,,,,,,
26900,http://tarski.cs-i.brandeis.edu:8181/data/all/26900.pdf,,,,,,,
136825,http://tarski.cs-i.brandeis.edu:8181/data/all/136825.pdf,,,,,,,
322029,http://tarski.cs-i.brandeis.edu:8181/data/all/322029.pdf,,,,,,,
16818,http://tarski.cs-i.brandeis.edu:8181/data/all/16818.pdf,,,,,,,
297817,http://tarski.cs-i.brandeis.edu:8181/data/all/297817.pdf,,,,,,,
7403,http://tarski.cs-i.brandeis.edu:8181/data/all/7403.pdf,,,,,,,
262650,http://tarski.cs-i.brandeis.edu:8181/data/all/262650.pdf,,,,,,,
124313,http://tarski.cs-i.brandeis.edu:8181/data/all/124313.pdf,,,,,,,
126059,http://tarski.cs-i.brandeis.edu:8181/data/all/126059.pdf,,,,,,,
778,http://tarski.cs-i.brandeis.edu:8181/data/all/778.pdf,,,,,,,
39869,http://tarski.cs-i.brandeis.edu:8181/data/all/39869.pdf,,,,,,,
5051,http://tarski.cs-i.brandeis.edu:8181/data/all/5051.pdf,,,,,,,
18962,http://tarski.cs-i.brandeis.edu:8181/data/all/18962.pdf,,,,,,,
11647,http://tarski.cs-i.brandeis.edu:8181/data/all/11647.pdf,,,,,,,
261521,http://tarski.cs-i.brandeis.edu:8181/data/all/261521.pdf,,,,,,,
26718,http://tarski.cs-i.brandeis.edu:8181/data/all/26718.pdf,,,,,,,
27416,http://tarski.cs-i.brandeis.edu:8181/data/all/27416.pdf,,,,,,,
3414,http://tarski.cs-i.brandeis.edu:8181/data/all/3414.pdf,,,,,,,
98,http://tarski.cs-i.brandeis.edu:8181/data/all/98.pdf,,,,,,,
135152,http://tarski.cs-i.brandeis.edu:8181/data/all/135152.pdf,,,,,,,
311881,http://tarski.cs-i.brandeis.edu:8181/data/all/311881.pdf,,,,,,,
26732,http://tarski.cs-i.brandeis.edu:8181/data/all/26732.pdf,,,,,,,
28619,http://tarski.cs-i.brandeis.edu:8181/data/all/28619.pdf,,,,,,,
2383,http://tarski.cs-i.brandeis.edu:8181/data/all/2383.pdf,,,,,,,
12469,http://tarski.cs-i.brandeis.edu:8181/data/all/12469.pdf,,,,,,,
4833,http://tarski.cs-i.brandeis.edu:8181/data/all/4833.pdf,,,,,,,
30734,http://tarski.cs-i.brandeis.edu:8181/data/all/30734.pdf,,,,,,,
146982,http://tarski.cs-i.brandeis.edu:8181/data/all/146982.pdf,,,,,,,
20316,http://tarski.cs-i.brandeis.edu:8181/data/all/20316.pdf,,,,,,,
27608,http://tarski.cs-i.brandeis.edu:8181/data/all/27608.pdf,,,,,,,
21329,http://tarski.cs-i.brandeis.edu:8181/data/all/21329.pdf,,,,,,,
33834,http://tarski.cs-i.brandeis.edu:8181/data/all/33834.pdf,,,,,,,
20481,http://tarski.cs-i.brandeis.edu:8181/data/all/20481.pdf,,,,,,,
118289,http://tarski.cs-i.brandeis.edu:8181/data/all/118289.pdf,,,,,,,
256416,http://tarski.cs-i.brandeis.edu:8181/data/all/256416.pdf,,,,,,,
322540,http://tarski.cs-i.brandeis.edu:8181/data/all/322540.pdf,,,,,,,
161413,http://tarski.cs-i.brandeis.edu:8181/data/all/161413.pdf,,,,,,,
3058,http://tarski.cs-i.brandeis.edu:8181/data/all/3058.pdf,,,,,,,
30884,http://tarski.cs-i.brandeis.edu:8181/data/all/30884.pdf,,,,,,,
217,http://tarski.cs-i.brandeis.edu:8181/data/all/217.pdf,,,,,,,
18748,http://tarski.cs-i.brandeis.edu:8181/data/all/18748.pdf,,,,,,,
8034,http://tarski.cs-i.brandeis.edu:8181/data/all/8034.pdf,,,,,,,
240,http://tarski.cs-i.brandeis.edu:8181/data/all/240.pdf,,,,,,,
239,http://tarski.cs-i.brandeis.edu:8181/data/all/239.pdf,,,,,,,
257612,http://tarski.cs-i.brandeis.edu:8181/data/all/257612.pdf,,,,,,,
17446,http://tarski.cs-i.brandeis.edu:8181/data/all/17446.pdf,,,,,,,
265,http://tarski.cs-i.brandeis.edu:8181/data/all/265.pdf,,,,,,,
2754,http://tarski.cs-i.brandeis.edu:8181/data/all/2754.pdf,,,,,,,
11641,http://tarski.cs-i.brandeis.edu:8181/data/all/11641.pdf,,,,,,,
235,http://tarski.cs-i.brandeis.edu:8181/data/all/235.pdf,,,,,,,
8414,http://tarski.cs-i.brandeis.edu:8181/data/all/8414.pdf,,,,,,,
17861,http://tarski.cs-i.brandeis.edu:8181/data/all/17861.pdf,,,,,,,
1726,http://tarski.cs-i.brandeis.edu:8181/data/all/1726.pdf,,,,,,,
31287,http://tarski.cs-i.brandeis.edu:8181/data/all/31287.pdf,,,,,,,
